name,website,guestbunks,hutname,pppn,dryingroom,gridref,location,lat,lng,caveclub,cave,survey
,,,,,,,,54.18717884,-2.49827478,,,TRUE
,,,,,,,,54.1871974,-2.49819197,,,TRUE
,,,,,,,,54.18723418,-2.49816443,,,TRUE
,,,,,,,,54.1865303,-2.499131295,,,TRUE
,,,,,,,,54.18654851,-2.49912879,,,TRUE
,,,,,,,,54.18655978,-2.499146375,,,TRUE
,,,,,,,,54.18660647,-2.499177765,,,TRUE
,,,,,,,,54.18660856,-2.49917611,,,TRUE
,,,,,,,,54.18662661,-2.499166755,,,TRUE
,,,,,,,,54.18662899,-2.499158215,,,TRUE
,,,,,,,,54.18661409,-2.49912281,,,TRUE
,,,,,,,,54.18659009,-2.499091585,,,TRUE
,,,,,,,,54.18659657,-2.499071295,,,TRUE
,,,,,,,,54.18659347,-2.499053365,,,TRUE
,,,,,,,,54.1865968,-2.49900776,,,TRUE
,,,,,,,,54.18653948,-2.498609175,,,TRUE
,,,,,,,,54.18657078,-2.498531525,,,TRUE
,,,,,,,,54.18660963,-2.4984607,,,TRUE
,,,,,,,,54.18664331,-2.498296035,,,TRUE
,,,,,,,,54.18666323,-2.498236355,,,TRUE
,,,,,,,,54.18666103,-2.498193265,,,TRUE
,,,,,,,,54.18661756,-2.498249295,,,TRUE
,,,,,,,,54.1866183,-2.49824917,,,TRUE
,,,,,,,,54.18658107,-2.49821554,,,TRUE
,,,,,,,,54.18657762,-2.498144515,,,TRUE
,,,,,,,,54.18655055,-2.49813414,,,TRUE
,,,,,,,,54.18654969,-2.49813441,,,TRUE
,,,,,,,,54.18652398,-2.498200185,,,TRUE
,,,,,,,,54.1865141,-2.498249775,,,TRUE
,,,,,,,,54.18647179,-2.498246435,,,TRUE
,,,,,,,,54.18646482,-2.498184785,,,TRUE
,,,,,,,,54.18647392,-2.498073045,,,TRUE
,,,,,,,,54.18650538,-2.497992805,,,TRUE
,,,,,,,,54.1865143,-2.497943955,,,TRUE
,,,,,,,,54.18655496,-2.497838185,,,TRUE
,,,,,,,,54.18655456,-2.497746345,,,TRUE
,,,,,,,,54.18655676,-2.49765423,,,TRUE
,,,,,,,,54.18656504,-2.4975967,,,TRUE
,,,,,,,,54.1865797,-2.497525655,,,TRUE
,,,,,,,,54.18660286,-2.497438695,,,TRUE
,,,,,,,,54.18662908,-2.497379115,,,TRUE
,,,,,,,,54.18663205,-2.4973577,,,TRUE
,,,,,,,,54.1866136,-2.497290535,,,TRUE
,,,,,,,,54.18661899,-2.49726547,,,TRUE
,,,,,,,,54.1866268,-2.497186895,,,TRUE
,,,,,,,,54.18665125,-2.497149855,,,TRUE
,,,,,,,,54.18667093,-2.49716806,,,TRUE
,,,,,,,,54.18668693,-2.49714473,,,TRUE
,,,,,,,,54.18669125,-2.4971235,,,TRUE
,,,,,,,,54.18669535,-2.497083885,,,TRUE
,,,,,,,,54.18667497,-2.497030895,,,TRUE
,,,,,,,,54.18665227,-2.497006455,,,TRUE
,,,,,,,,54.18663173,-2.49697623,,,TRUE
,,,,,,,,54.18661632,-2.49695958,,,TRUE
,,,,,,,,54.18660799,-2.496938565,,,TRUE
,,,,,,,,54.18658623,-2.49691847,,,TRUE
,,,,,,,,54.18656188,-2.496889355,,,TRUE
,,,,,,,,54.1865326,-2.49685162,,,TRUE
,,,,,,,,54.18650872,-2.496801595,,,TRUE
,,,,,,,,54.18650105,-2.496766245,,,TRUE
,,,,,,,,54.18650213,-2.49676099,,,TRUE
,,,,,,,,54.18648764,-2.496736755,,,TRUE
,,,,,,,,54.18646976,-2.496692315,,,TRUE
,,,,,,,,54.18647005,-2.49669715,,,TRUE
,,,,,,,,54.18646347,-2.49667551,,,TRUE
,,,,,,,,54.18645542,-2.49665365,,,TRUE
,,,,,,,,54.18643846,-2.49665112,,,TRUE
,,,,,,,,54.18641711,-2.496644545,,,TRUE
,,,,,,,,54.18640089,-2.496612775,,,TRUE
,,,,,,,,54.18639508,-2.49659278,,,TRUE
,,,,,,,,54.1863956,-2.49651345,,,TRUE
,,,,,,,,54.18639592,-2.49651429,,,TRUE
,,,,,,,,54.1863956,-2.4965012,,,TRUE
,,,,,,,,54.18639424,-2.4964897,,,TRUE
,,,,,,,,54.18639204,-2.496445,,,TRUE
,,,,,,,,54.18637033,-2.49639015,,,TRUE
,,,,,,,,54.1863703,-2.496381035,,,TRUE
,,,,,,,,54.18635572,-2.496355285,,,TRUE
,,,,,,,,54.1863362,-2.496302235,,,TRUE
,,,,,,,,54.18633008,-2.496255665,,,TRUE
,,,,,,,,54.18632593,-2.496220395,,,TRUE
,,,,,,,,54.18632675,-2.49621887,,,TRUE
,,,,,,,,54.18632261,-2.49618985,,,TRUE
,,,,,,,,54.18632234,-2.496155075,,,TRUE
,,,,,,,,54.18631644,-2.496137025,,,TRUE
,,,,,,,,54.18630672,-2.496118155,,,TRUE
,,,,,,,,54.1863004,-2.496093815,,,TRUE
,,,,,,,,54.18629001,-2.496078095,,,TRUE
,,,,,,,,54.18628279,-2.496055555,,,TRUE
,,,,,,,,54.1862828,-2.49603485,,,TRUE
,,,,,,,,54.18628098,-2.496008055,,,TRUE
,,,,,,,,54.1862835,-2.49593931,,,TRUE
,,,,,,,,54.1873947,-2.50125823,,,TRUE
,,,,,,,,54.18738958,-2.50126516,,,TRUE
,,,,,,,,54.18737462,-2.50122276,,,TRUE
,,,,,,,,54.18737023,-2.501196555,,,TRUE
,,,,,,,,54.1873414,-2.50117225,,,TRUE
,,,,,,,,54.18734271,-2.50115795,,,TRUE
,,,,,,,,54.18733095,-2.501150335,,,TRUE
,,,,,,,,54.18731245,-2.50114149,,,TRUE
,,,,,,,,54.18730919,-2.5011127,,,TRUE
,,,,,,,,54.18731251,-2.50110059,,,TRUE
,,,,,,,,54.18727639,-2.501052785,,,TRUE
,,,,,,,,54.18725924,-2.50102997,,,TRUE
,,,,,,,,54.18724557,-2.501003085,,,TRUE
,,,,,,,,54.18720895,-2.500951835,,,TRUE
,,,,,,,,54.18720635,-2.50094542,,,TRUE
,,,,,,,,54.18718902,-2.500926475,,,TRUE
,,,,,,,,54.18717388,-2.50091232,,,TRUE
,,,,,,,,54.18716569,-2.500904955,,,TRUE
,,,,,,,,54.18713542,-2.50089675,,,TRUE
,,,,,,,,54.18710199,-2.500848555,,,TRUE
,,,,,,,,54.18708281,-2.500836455,,,TRUE
,,,,,,,,54.18707402,-2.5008043,,,TRUE
,,,,,,,,54.18701164,-2.500736785,,,TRUE
,,,,,,,,54.1869987,-2.50071125,,,TRUE
,,,,,,,,54.18701291,-2.50067577,,,TRUE
,,,,,,,,54.18708396,-2.50059875,,,TRUE
,,,,,,,,54.18711857,-2.50059021,,,TRUE
,,,,,,,,54.18715349,-2.50055687,,,TRUE
,,,,,,,,54.18716835,-2.50051498,,,TRUE
,,,,,,,,54.18695553,-2.50064064,,,TRUE
,,,,,,,,54.18690564,-2.50062324,,,TRUE
,,,,,,,,54.18689527,-2.50060004,,,TRUE
,,,,,,,,54.18686922,-2.500549925,,,TRUE
,,,,,,,,54.18686796,-2.50051779,,,TRUE
,,,,,,,,54.18681958,-2.50044844,,,TRUE
,,,,,,,,54.18679673,-2.50041577,,,TRUE
,,,,,,,,54.18678413,-2.50039559,,,TRUE
,,,,,,,,54.18675193,-2.500365905,,,TRUE
,,,,,,,,54.18674224,-2.500345695,,,TRUE
,,,,,,,,54.18672981,-2.50032199,,,TRUE
,,,,,,,,54.18672351,-2.50031184,,,TRUE
,,,,,,,,54.1867278,-2.500289005,,,TRUE
,,,,,,,,54.1867275,-2.500259585,,,TRUE
,,,,,,,,54.18671343,-2.5002126,,,TRUE
,,,,,,,,54.18670659,-2.500170675,,,TRUE
,,,,,,,,54.18667503,-2.500088075,,,TRUE
,,,,,,,,54.18665478,-2.500015735,,,TRUE
,,,,,,,,54.18664285,-2.499978045,,,TRUE
,,,,,,,,54.18663058,-2.49993725,,,TRUE
,,,,,,,,54.18659774,-2.49988397,,,TRUE
,,,,,,,,54.18659657,-2.499875735,,,TRUE
,,,,,,,,54.18657752,-2.499826105,,,TRUE
,,,,,,,,54.18658079,-2.499779345,,,TRUE
,,,,,,,,54.18659851,-2.49972415,,,TRUE
,,,,,,,,54.18660411,-2.49967418,,,TRUE
,,,,,,,,54.18660996,-2.499640975,,,TRUE
,,,,,,,,54.186643,-2.499547935,,,TRUE
,,,,,,,,54.18663151,-2.49950058,,,TRUE
,,,,,,,,54.18661267,-2.4993858,,,TRUE
,,,,,,,,54.18662163,-2.499293455,,,TRUE
,,,,,,,,54.18662128,-2.49928873,,,TRUE
,,,,,,,,54.18662337,-2.49921837,,,TRUE
,,,,,,,,54.18659815,-2.499171125,,,TRUE
,,,,,,,,54.18654931,-2.499179575,,,TRUE
,,,,,,,,54.18653774,-2.499137025,,,TRUE
,,,,,,,,54.18656347,-2.498975635,,,TRUE
,,,,,,,,54.18661772,-2.49886024,,,TRUE
,,,,,,,,54.18657177,-2.498762565,,,TRUE
,,,,,,,,54.18658677,-2.49866852,,,TRUE
,,,,,,,,54.18629619,-2.4933312,,,TRUE
,,,,,,,,54.18626096,-2.49334977,,,TRUE
,,,,,,,,54.18626407,-2.493383365,,,TRUE
,,,,,,,,54.18627738,-2.493282335,,,TRUE
,,,,,,,,54.18629524,-2.493161415,,,TRUE
,,,,,,,,54.18625233,-2.4931045,,,TRUE
,,,,,,,,54.18624553,-2.493038115,,,TRUE
,,,,,,,,54.18621983,-2.49299848,,,TRUE
,,,,,,,,54.1862008,-2.49298139,,,TRUE
,,,,,,,,54.18619071,-2.49292693,,,TRUE
,,,,,,,,54.18620198,-2.492882075,,,TRUE
,,,,,,,,54.18622943,-2.49338474,,,TRUE
,,,,,,,,54.1862713,-2.493442975,,,TRUE
,,,,,,,,54.18616978,-2.493387665,,,TRUE
,,,,,,,,54.18615358,-2.49341392,,,TRUE
,,,,,,,,54.18612887,-2.49336904,,,TRUE
,,,,,,,,54.18611557,-2.49332602,,,TRUE
,,,,,,,,54.18624638,-2.493508375,,,TRUE
,,,,,,,,54.18622811,-2.49358837,,,TRUE
,,,,,,,,54.18625798,-2.49369518,,,TRUE
,,,,,,,,54.18624938,-2.493808685,,,TRUE
,,,,,,,,54.1862709,-2.4938564,,,TRUE
,,,,,,,,54.18629035,-2.49390302,,,TRUE
,,,,,,,,54.18602016,-2.492451095,,,TRUE
,,,,,,,,54.18600995,-2.492436665,,,TRUE
,,,,,,,,54.18601318,-2.49241298,,,TRUE
,,,,,,,,54.1859996,-2.49240471,,,TRUE
,,,,,,,,54.18599999,-2.49240333,,,TRUE
,,,,,,,,54.18598359,-2.49241679,,,TRUE
,,,,,,,,54.18597592,-2.492428075,,,TRUE
,,,,,,,,54.18594847,-2.492398895,,,TRUE
,,,,,,,,54.18720753,-2.49430841,,,TRUE
,,,,,,,,54.18717714,-2.49432104,,,TRUE
,,,,,,,,54.18713918,-2.49429743,,,TRUE
,,,,,,,,54.18713765,-2.49434118,,,TRUE
,,,,,,,,54.18709871,-2.494292545,,,TRUE
,,,,,,,,54.18710928,-2.49432883,,,TRUE
,,,,,,,,54.1870622,-2.494320375,,,TRUE
,,,,,,,,54.18706127,-2.494328585,,,TRUE
,,,,,,,,54.18708795,-2.494346935,,,TRUE
,,,,,,,,54.18708504,-2.49435306,,,TRUE
,,,,,,,,54.18707984,-2.49435718,,,TRUE
,,,,,,,,54.18709313,-2.494404255,,,TRUE
,,,,,,,,54.18707186,-2.494392995,,,TRUE
,,,,,,,,54.18712465,-2.4943788,,,TRUE
,,,,,,,,54.18607193,-2.49126731,,,TRUE
,,,,,,,,54.18602384,-2.49126944,,,TRUE
,,,,,,,,54.18597451,-2.491285765,,,TRUE
,,,,,,,,54.18628843,-2.492276325,,,TRUE
,,,,,,,,54.18624533,-2.4923624,,,TRUE
,,,,,,,,54.18621244,-2.492448755,,,TRUE
,,,,,,,,54.18617019,-2.49260841,,,TRUE
,,,,,,,,54.1861878,-2.492672805,,,TRUE
,,,,,,,,54.18618556,-2.492737615,,,TRUE
,,,,,,,,54.18619805,-2.492803645,,,TRUE
,,,,,,,,54.18618891,-2.49284276,,,TRUE
,,,,,,,,54.18619266,-2.492447435,,,TRUE
,,,,,,,,54.18616366,-2.49246645,,,TRUE
,,,,,,,,54.18613958,-2.49247222,,,TRUE
,,,,,,,,54.18613164,-2.49249106,,,TRUE
,,,,,,,,54.1861178,-2.492503355,,,TRUE
,,,,,,,,54.1860951,-2.492491805,,,TRUE
,,,,,,,,54.18607767,-2.492493725,,,TRUE
,,,,,,,,54.18606147,-2.492478575,,,TRUE
,,,,,,,,54.18605062,-2.492472435,,,TRUE
,,,,,,,,54.18604017,-2.492451155,,,TRUE
,,,,,,,,54.18602079,-2.49245827,,,TRUE
,,,,,,,,54.18689159,-2.49343796,,,TRUE
,,,,,,,,54.18672138,-2.49309716,,,TRUE
,,,,,,,,54.18680989,-2.4933177,,,TRUE
,,,,,,,,54.18693137,-2.49355678,,,TRUE
,,,,,,,,54.1869573,-2.493655015,,,TRUE
,,,,,,,,54.18697042,-2.49365198,,,TRUE
,,,,,,,,54.18705399,-2.49356695,,,TRUE
,,,,,,,,54.18698054,-2.4935568,,,TRUE
,,,,,,,,54.18703019,-2.49344307,,,TRUE
,,,,,,,,54.18671946,-2.49339779,,,TRUE
,,,,,,,,54.18669437,-2.493111715,,,TRUE
,,,,,,,,54.18668838,-2.49303731,,,TRUE
,,,,,,,,54.18671812,-2.49292508,,,TRUE
,,,,,,,,54.18676839,-2.49297678,,,TRUE
,,,,,,,,54.18668624,-2.49290847,,,TRUE
,,,,,,,,54.18662671,-2.49280235,,,TRUE
,,,,,,,,54.18659698,-2.49267756,,,TRUE
,,,,,,,,54.18655122,-2.492527575,,,TRUE
,,,,,,,,54.18652814,-2.49247322,,,TRUE
,,,,,,,,54.18648453,-2.492384295,,,TRUE
,,,,,,,,54.18643108,-2.49226889,,,TRUE
,,,,,,,,54.18628417,-2.492304825,,,TRUE
,,,,,,,,54.18629802,-2.492160385,,,TRUE
,,,,,,,,54.18635108,-2.49226104,,,TRUE
,,,,,,,,54.186346,-2.492052395,,,TRUE
,,,,,,,,54.18632959,-2.491931655,,,TRUE
,,,,,,,,54.18622956,-2.49172806,,,TRUE
,,,,,,,,54.18619632,-2.49155061,,,TRUE
,,,,,,,,54.18611851,-2.491439575,,,TRUE
,,,,,,,,54.18603519,-2.491274065,,,TRUE
,,,,,,,,54.18623271,-2.491451635,,,TRUE
,,,,,,,,54.18607734,-2.49135299,,,TRUE
,,,,,,,,54.18689528,-2.49341546,,,TRUE
,,,,,,,,54.1867244,-2.49308992,,,TRUE
,,,,,,,,54.18678469,-2.493513435,,,TRUE
,,,,,,,,54.18692604,-2.49373806,,,TRUE
,,,,,,,,54.18691892,-2.49364432,,,TRUE
,,,,,,,,54.18689444,-2.493777825,,,TRUE
,,,,,,,,54.18697277,-2.493658515,,,TRUE
,,,,,,,,54.18703095,-2.493038365,,,TRUE
,,,,,,,,54.18702195,-2.49295276,,,TRUE
,,,,,,,,54.18700867,-2.492842205,,,TRUE
,,,,,,,,54.18700336,-2.492769385,,,TRUE
,,,,,,,,54.18703491,-2.492755415,,,TRUE
,,,,,,,,54.18699672,-2.4927088,,,TRUE
,,,,,,,,54.18698591,-2.492598,,,TRUE
,,,,,,,,54.18702731,-2.49263881,,,TRUE
,,,,,,,,54.18704434,-2.49262094,,,TRUE
,,,,,,,,54.18705889,-2.492585805,,,TRUE
,,,,,,,,54.18708108,-2.49264635,,,TRUE
,,,,,,,,54.18706281,-2.4926326,,,TRUE
,,,,,,,,54.18704921,-2.4925954,,,TRUE
,,,,,,,,54.18713312,-2.492655465,,,TRUE
,,,,,,,,54.18717376,-2.49267134,,,TRUE
,,,,,,,,54.1871985,-2.492696145,,,TRUE
,,,,,,,,54.18720407,-2.49274131,,,TRUE
,,,,,,,,54.18715545,-2.492758455,,,TRUE
,,,,,,,,54.18712926,-2.49278162,,,TRUE
,,,,,,,,54.18709123,-2.49276892,,,TRUE
,,,,,,,,54.18708133,-2.492722025,,,TRUE
,,,,,,,,54.18706382,-2.492692005,,,TRUE
,,,,,,,,54.18705049,-2.49267727,,,TRUE
,,,,,,,,54.18701518,-2.49262085,,,TRUE
,,,,,,,,54.18699517,-2.49258671,,,TRUE
,,,,,,,,54.18700798,-2.492691255,,,TRUE
,,,,,,,,54.18702388,-2.49277431,,,TRUE
,,,,,,,,54.18700214,-2.49278531,,,TRUE
,,,,,,,,54.18703316,-2.49310743,,,TRUE
,,,,,,,,54.18703026,-2.493116215,,,TRUE
,,,,,,,,54.187028,-2.493122615,,,TRUE
,,,,,,,,54.18700652,-2.493140745,,,TRUE
,,,,,,,,54.18700392,-2.49313745,,,TRUE
,,,,,,,,54.18699644,-2.493147425,,,TRUE
,,,,,,,,54.18699309,-2.493167365,,,TRUE
,,,,,,,,54.18698153,-2.49319179,,,TRUE
,,,,,,,,54.18698507,-2.493203475,,,TRUE
,,,,,,,,54.18705877,-2.49318368,,,TRUE
,,,,,,,,54.18702537,-2.49309798,,,TRUE
,,,,,,,,54.18702968,-2.493034255,,,TRUE
,,,,,,,,54.18703058,-2.49299402,,,TRUE
,,,,,,,,54.18702569,-2.492975395,,,TRUE
,,,,,,,,54.18702104,-2.492935655,,,TRUE
,,,,,,,,54.18704189,-2.493000185,,,TRUE
,,,,,,,,54.18705166,-2.49301469,,,TRUE
,,,,,,,,54.18704469,-2.49303918,,,TRUE
,,,,,,,,54.18703374,-2.49304945,,,TRUE
,,,,,,,,54.18703281,-2.493109885,,,TRUE
,,,,,,,,54.18698207,-2.493785535,,,TRUE
,,,,,,,,54.18714835,-2.49366395,,,TRUE
,,,,,,,,54.18703109,-2.493492815,,,TRUE
,,,,,,,,54.18703328,-2.49336056,,,TRUE
,,,,,,,,54.18706283,-2.493176505,,,TRUE
,,,,,,,,54.18700953,-2.493365915,,,TRUE
,,,,,,,,54.18693087,-2.493378285,,,TRUE
,,,,,,,,54.18692384,-2.493337065,,,TRUE
,,,,,,,,54.18693489,-2.49334048,,,TRUE
,,,,,,,,54.18690722,-2.493311375,,,TRUE
,,,,,,,,54.18691752,-2.493306525,,,TRUE
,,,,,,,,54.18690849,-2.493248215,,,TRUE
,,,,,,,,54.18691085,-2.493218965,,,TRUE
,,,,,,,,54.18690884,-2.493200095,,,TRUE
,,,,,,,,54.18692049,-2.493168445,,,TRUE
,,,,,,,,54.18693274,-2.49315024,,,TRUE
,,,,,,,,54.18693719,-2.493139125,,,TRUE
,,,,,,,,54.18694569,-2.493120525,,,TRUE
,,,,,,,,54.1869594,-2.49312697,,,TRUE
,,,,,,,,54.18697912,-2.49311069,,,TRUE
,,,,,,,,54.18698217,-2.49309737,,,TRUE
,,,,,,,,54.1870072,-2.493085705,,,TRUE
,,,,,,,,54.18701139,-2.493054535,,,TRUE
,,,,,,,,54.18702773,-2.49305366,,,TRUE
,,,,,,,,54.18702838,-2.49307355,,,TRUE
,,,,,,,,54.18703419,-2.49301586,,,TRUE
,,,,,,,,54.18700463,-2.493147255,,,TRUE
,,,,,,,,54.18699659,-2.49318199,,,TRUE
,,,,,,,,54.18699415,-2.49322198,,,TRUE
,,,,,,,,54.18694549,-2.49325446,,,TRUE
,,,,,,,,54.18690536,-2.49328159,,,TRUE
,,,,,,,,54.18688891,-2.49324476,,,TRUE
,,,,,,,,54.18686362,-2.49319687,,,TRUE
,,,,,,,,54.18686207,-2.49319108,,,TRUE
,,,,,,,,54.18684868,-2.49315888,,,TRUE
,,,,,,,,54.18684136,-2.49315761,,,TRUE
,,,,,,,,54.18683788,-2.493145515,,,TRUE
,,,,,,,,54.18681485,-2.493116315,,,TRUE
,,,,,,,,54.18681508,-2.493122205,,,TRUE
,,,,,,,,54.18817435,-2.491914585,,,TRUE
,,,,,,,,54.18819255,-2.491955285,,,TRUE
,,,,,,,,54.18823001,-2.49200285,,,TRUE
,,,,,,,,54.18829114,-2.49207695,,,TRUE
,,,,,,,,54.18829688,-2.492109715,,,TRUE
,,,,,,,,54.18831234,-2.49220542,,,TRUE
,,,,,,,,54.18828475,-2.49216874,,,TRUE
,,,,,,,,54.18828209,-2.492179975,,,TRUE
,,,,,,,,54.18827502,-2.49219735,,,TRUE
,,,,,,,,54.18826128,-2.492168275,,,TRUE
,,,,,,,,54.18824415,-2.492168685,,,TRUE
,,,,,,,,54.18823338,-2.492165705,,,TRUE
,,,,,,,,54.18821543,-2.49214074,,,TRUE
,,,,,,,,54.18801177,-2.49263919,,,TRUE
,,,,,,,,54.18800475,-2.49264243,,,TRUE
,,,,,,,,54.18799203,-2.49264477,,,TRUE
,,,,,,,,54.18797945,-2.49265132,,,TRUE
,,,,,,,,54.18799237,-2.492657885,,,TRUE
,,,,,,,,54.18801823,-2.49268554,,,TRUE
,,,,,,,,54.18795521,-2.49262287,,,TRUE
,,,,,,,,54.18795246,-2.49262536,,,TRUE
,,,,,,,,54.18795926,-2.492588255,,,TRUE
,,,,,,,,54.18796208,-2.49258433,,,TRUE
,,,,,,,,54.18796559,-2.492562725,,,TRUE
,,,,,,,,54.18796881,-2.492580355,,,TRUE
,,,,,,,,54.18796583,-2.49255946,,,TRUE
,,,,,,,,54.18796903,-2.492553845,,,TRUE
,,,,,,,,54.18799036,-2.49255999,,,TRUE
,,,,,,,,54.18801012,-2.492572885,,,TRUE
,,,,,,,,54.18800904,-2.492566,,,TRUE
,,,,,,,,54.18802859,-2.49258141,,,TRUE
,,,,,,,,54.18804437,-2.49258537,,,TRUE
,,,,,,,,54.18810292,-2.492614055,,,TRUE
,,,,,,,,54.18811655,-2.49262346,,,TRUE
,,,,,,,,54.18811733,-2.492616425,,,TRUE
,,,,,,,,54.18810638,-2.4926108,,,TRUE
,,,,,,,,54.18810816,-2.49262851,,,TRUE
,,,,,,,,54.18808927,-2.492543055,,,TRUE
,,,,,,,,54.18808419,-2.492559705,,,TRUE
,,,,,,,,54.18809376,-2.492545235,,,TRUE
,,,,,,,,54.18809583,-2.492526765,,,TRUE
,,,,,,,,54.18809455,-2.492515565,,,TRUE
,,,,,,,,54.18809838,-2.492484985,,,TRUE
,,,,,,,,54.18807764,-2.492459815,,,TRUE
,,,,,,,,54.18804445,-2.49243662,,,TRUE
,,,,,,,,54.18802629,-2.4924168,,,TRUE
,,,,,,,,54.18805423,-2.49248175,,,TRUE
,,,,,,,,54.18808337,-2.49256254,,,TRUE
,,,,,,,,54.18809214,-2.492584845,,,TRUE
,,,,,,,,54.18813635,-2.492684185,,,TRUE
,,,,,,,,54.1881573,-2.49269802,,,TRUE
,,,,,,,,54.1881958,-2.49273594,,,TRUE
,,,,,,,,54.18794465,-2.492542235,,,TRUE
,,,,,,,,54.18788806,-2.49250584,,,TRUE
,,,,,,,,54.18788311,-2.49249698,,,TRUE
,,,,,,,,54.18789789,-2.49248949,,,TRUE
,,,,,,,,54.18791233,-2.492451805,,,TRUE
,,,,,,,,54.18793238,-2.49241243,,,TRUE
,,,,,,,,54.18791256,-2.492394015,,,TRUE
,,,,,,,,54.18792123,-2.49236993,,,TRUE
,,,,,,,,54.18791553,-2.492357575,,,TRUE
,,,,,,,,54.18792919,-2.492294885,,,TRUE
,,,,,,,,54.18793527,-2.492283255,,,TRUE
,,,,,,,,54.18793402,-2.49223681,,,TRUE
,,,,,,,,54.18793704,-2.49224188,,,TRUE
,,,,,,,,54.18794364,-2.49222259,,,TRUE
,,,,,,,,54.1879491,-2.49223391,,,TRUE
,,,,,,,,54.18795487,-2.492245905,,,TRUE
,,,,,,,,54.18799346,-2.492343465,,,TRUE
,,,,,,,,54.18801228,-2.49237022,,,TRUE
,,,,,,,,54.18794019,-2.492193685,,,TRUE
,,,,,,,,54.18790186,-2.49204376,,,TRUE
,,,,,,,,54.1880318,-2.49262042,,,TRUE
,,,,,,,,54.18804493,-2.492591885,,,TRUE
,,,,,,,,54.18816283,-2.49253671,,,TRUE
,,,,,,,,54.18816831,-2.49255599,,,TRUE
,,,,,,,,54.18818482,-2.492589875,,,TRUE
,,,,,,,,54.18820546,-2.4926316,,,TRUE
,,,,,,,,54.18822632,-2.49266151,,,TRUE
,,,,,,,,54.1882567,-2.49269679,,,TRUE
,,,,,,,,54.1882792,-2.49273042,,,TRUE
,,,,,,,,54.1882963,-2.492763995,,,TRUE
,,,,,,,,54.18817058,-2.49252606,,,TRUE
,,,,,,,,54.18818645,-2.49259419,,,TRUE
,,,,,,,,54.18816611,-2.49260812,,,TRUE
,,,,,,,,54.18816125,-2.492634785,,,TRUE
,,,,,,,,54.18816206,-2.492651365,,,TRUE
,,,,,,,,54.18815103,-2.49264071,,,TRUE
,,,,,,,,54.18811883,-2.49260095,,,TRUE
,,,,,,,,54.18808914,-2.49255602,,,TRUE
,,,,,,,,54.18806748,-2.49252375,,,TRUE
,,,,,,,,54.18803231,-2.49248978,,,TRUE
,,,,,,,,54.18815882,-2.492702075,,,TRUE
,,,,,,,,54.18814911,-2.49273328,,,TRUE
,,,,,,,,54.18813794,-2.492765635,,,TRUE
,,,,,,,,54.18811908,-2.492819415,,,TRUE
,,,,,,,,54.18810652,-2.492845695,,,TRUE
,,,,,,,,54.18811886,-2.492927165,,,TRUE
,,,,,,,,54.18815449,-2.49295163,,,TRUE
,,,,,,,,54.18816325,-2.492981605,,,TRUE
,,,,,,,,54.18816192,-2.49301322,,,TRUE
,,,,,,,,54.18816601,-2.49303338,,,TRUE
,,,,,,,,54.18818335,-2.49304853,,,TRUE
,,,,,,,,54.18820637,-2.493050205,,,TRUE
,,,,,,,,54.18814605,-2.49274621,,,TRUE
,,,,,,,,54.18815756,-2.492763715,,,TRUE
,,,,,,,,54.18811917,-2.49272046,,,TRUE
,,,,,,,,54.18809804,-2.492700455,,,TRUE
,,,,,,,,54.18805551,-2.49264001,,,TRUE
,,,,,,,,54.18803931,-2.49263726,,,TRUE
,,,,,,,,54.18802042,-2.49261589,,,TRUE
,,,,,,,,54.18803982,-2.492607645,,,TRUE
,,,,,,,,54.18811424,-2.49272397,,,TRUE
,,,,,,,,54.18813751,-2.492745615,,,TRUE
,,,,,,,,54.1881285,-2.49274941,,,TRUE
,,,,,,,,54.18807503,-2.49271939,,,TRUE
,,,,,,,,54.18804603,-2.492697205,,,TRUE
,,,,,,,,54.18800826,-2.492645115,,,TRUE
,,,,,,,,54.18798911,-2.49173215,,,TRUE
,,,,,,,,54.18800451,-2.491702155,,,TRUE
,,,,,,,,54.18801666,-2.491656705,,,TRUE
,,,,,,,,54.18803685,-2.491691195,,,TRUE
,,,,,,,,54.18804595,-2.49166411,,,TRUE
,,,,,,,,54.18806446,-2.491686315,,,TRUE
,,,,,,,,54.18809206,-2.49172156,,,TRUE
,,,,,,,,54.18811772,-2.491763415,,,TRUE
,,,,,,,,54.18814215,-2.491742715,,,TRUE
,,,,,,,,54.18815161,-2.491762855,,,TRUE
,,,,,,,,54.18818962,-2.491826345,,,TRUE
,,,,,,,,54.18821104,-2.49186444,,,TRUE
,,,,,,,,54.18822747,-2.491898235,,,TRUE
,,,,,,,,54.18822288,-2.49193147,,,TRUE
,,,,,,,,54.18824662,-2.491656515,,,TRUE
,,,,,,,,54.18822264,-2.49160946,,,TRUE
,,,,,,,,54.18819341,-2.491683825,,,TRUE
,,,,,,,,54.18815435,-2.4916815,,,TRUE
,,,,,,,,54.18812587,-2.491747685,,,TRUE
,,,,,,,,54.18804895,-2.49175583,,,TRUE
,,,,,,,,54.1881189,-2.49176016,,,TRUE
,,,,,,,,54.18813925,-2.491803915,,,TRUE
,,,,,,,,54.18816255,-2.49190743,,,TRUE
,,,,,,,,54.18817714,-2.4919255,,,TRUE
,,,,,,,,54.18819263,-2.491958035,,,TRUE
,,,,,,,,54.18829801,-2.49209808,,,TRUE
