name,website,guestbunks,hutname,pppn,dryingroom,gridref,location,lat,lng,caveclub,cave,survey
,,,,,,,,54.19415398,-2.50837091,,,TRUE
,,,,,,,,54.19414548,-2.50840047,,,TRUE
,,,,,,,,54.19415213,-2.50845486,,,TRUE
,,,,,,,,54.194164,-2.50853417,,,TRUE
,,,,,,,,54.19418157,-2.508572065,,,TRUE
,,,,,,,,54.19417907,-2.508662675,,,TRUE
,,,,,,,,54.19416832,-2.508710015,,,TRUE
,,,,,,,,54.19413331,-2.50880677,,,TRUE
,,,,,,,,54.19412892,-2.508855165,,,TRUE
,,,,,,,,54.19412184,-2.50889375,,,TRUE
,,,,,,,,54.19412527,-2.508944125,,,TRUE
,,,,,,,,54.19415275,-2.508969925,,,TRUE
,,,,,,,,54.1941824,-2.508951545,,,TRUE
,,,,,,,,54.19378714,-2.50703861,,,TRUE
,,,,,,,,54.19376788,-2.507067695,,,TRUE
,,,,,,,,54.19375373,-2.507068775,,,TRUE
,,,,,,,,54.19373592,-2.50703657,,,TRUE
,,,,,,,,54.19372379,-2.507033245,,,TRUE
,,,,,,,,54.1937172,-2.507034165,,,TRUE
,,,,,,,,54.19370369,-2.50701016,,,TRUE
,,,,,,,,54.19369272,-2.50699383,,,TRUE
,,,,,,,,54.19368166,-2.506982475,,,TRUE
,,,,,,,,54.1936426,-2.5069829,,,TRUE
,,,,,,,,54.19362181,-2.506983275,,,TRUE
,,,,,,,,54.19378714,-2.50703861,,,TRUE
,,,,,,,,54.19376933,-2.50699113,,,TRUE
,,,,,,,,54.1937483,-2.506982615,,,TRUE
,,,,,,,,54.1937382,-2.506967685,,,TRUE
,,,,,,,,54.1937308,-2.50695228,,,TRUE
,,,,,,,,54.19370044,-2.506946515,,,TRUE
,,,,,,,,54.19368185,-2.50691923,,,TRUE
,,,,,,,,54.19367479,-2.50689209,,,TRUE
,,,,,,,,54.19364727,-2.506868795,,,TRUE
,,,,,,,,54.19364596,-2.5068514,,,TRUE
,,,,,,,,54.19398167,-2.50785867,,,TRUE
,,,,,,,,54.19398784,-2.50782089,,,TRUE
,,,,,,,,54.19396939,-2.50791584,,,TRUE
,,,,,,,,54.19396273,-2.50789971,,,TRUE
,,,,,,,,54.19397284,-2.50788362,,,TRUE
,,,,,,,,54.19396066,-2.50793868,,,TRUE
,,,,,,,,54.19395863,-2.50794726,,,TRUE
,,,,,,,,54.19392821,-2.50791978,,,TRUE
,,,,,,,,54.19389936,-2.50797316,,,TRUE
,,,,,,,,54.19385355,-2.50793133,,,TRUE
,,,,,,,,54.19375043,-2.50783281,,,TRUE
,,,,,,,,54.19372034,-2.507781055,,,TRUE
,,,,,,,,54.19369372,-2.50773383,,,TRUE
,,,,,,,,54.19366716,-2.50770326,,,TRUE
,,,,,,,,54.19365205,-2.50757528,,,TRUE
,,,,,,,,54.19364244,-2.507536625,,,TRUE
,,,,,,,,54.1936317,-2.50749239,,,TRUE
,,,,,,,,54.19407724,-2.508140125,,,TRUE
,,,,,,,,54.19403703,-2.50812351,,,TRUE
,,,,,,,,54.19401799,-2.508109555,,,TRUE
,,,,,,,,54.19402179,-2.50805548,,,TRUE
,,,,,,,,54.19401958,-2.50801096,,,TRUE
,,,,,,,,54.19398688,-2.50796461,,,TRUE
,,,,,,,,54.19396759,-2.50792082,,,TRUE
,,,,,,,,54.19393354,-2.507929385,,,TRUE
,,,,,,,,54.19391524,-2.50802535,,,TRUE
,,,,,,,,54.19388868,-2.508091095,,,TRUE
,,,,,,,,54.1940651,-2.50789541,,,TRUE
,,,,,,,,54.19407884,-2.50789803,,,TRUE
,,,,,,,,54.19407473,-2.5079153,,,TRUE
,,,,,,,,54.19408474,-2.50793176,,,TRUE
,,,,,,,,54.1940932,-2.50795304,,,TRUE
,,,,,,,,54.19408767,-2.50799739,,,TRUE
,,,,,,,,54.19408889,-2.50800942,,,TRUE
,,,,,,,,54.19408581,-2.5080271,,,TRUE
,,,,,,,,54.1940685,-2.508107345,,,TRUE
,,,,,,,,54.19408279,-2.508128205,,,TRUE
,,,,,,,,54.19410427,-2.50814113,,,TRUE
,,,,,,,,54.19412596,-2.50819964,,,TRUE
,,,,,,,,54.19416064,-2.50824976,,,TRUE
,,,,,,,,54.19419749,-2.50831351,,,TRUE
,,,,,,,,54.19409316,-2.50744484,,,TRUE
,,,,,,,,54.19410511,-2.507375305,,,TRUE
,,,,,,,,54.19411659,-2.507337625,,,TRUE
,,,,,,,,54.19413011,-2.50733194,,,TRUE
,,,,,,,,54.19414778,-2.50734714,,,TRUE
,,,,,,,,54.19422741,-2.50815198,,,TRUE
,,,,,,,,54.19428228,-2.508123125,,,TRUE
,,,,,,,,54.19431129,-2.5081222,,,TRUE
,,,,,,,,54.19379778,-2.50700747,,,TRUE
,,,,,,,,54.19377429,-2.50699774,,,TRUE
,,,,,,,,54.19378202,-2.50704139,,,TRUE
,,,,,,,,54.19379971,-2.50705026,,,TRUE
,,,,,,,,54.19380023,-2.507074735,,,TRUE
,,,,,,,,54.19383416,-2.50709793,,,TRUE
,,,,,,,,54.19386446,-2.50710684,,,TRUE
,,,,,,,,54.19387894,-2.5071354,,,TRUE
,,,,,,,,54.19389766,-2.507186125,,,TRUE
,,,,,,,,54.19390715,-2.50721287,,,TRUE
,,,,,,,,54.19390431,-2.50723176,,,TRUE
,,,,,,,,54.19392693,-2.507238685,,,TRUE
,,,,,,,,54.19393593,-2.507259945,,,TRUE
,,,,,,,,54.19393181,-2.507295475,,,TRUE
,,,,,,,,54.19395888,-2.50730984,,,TRUE
,,,,,,,,54.19397183,-2.507319735,,,TRUE
,,,,,,,,54.19399624,-2.507343645,,,TRUE
,,,,,,,,54.19403364,-2.50739617,,,TRUE
,,,,,,,,54.19408032,-2.507442575,,,TRUE
,,,,,,,,54.1940801,-2.507453465,,,TRUE
,,,,,,,,54.19408897,-2.507504165,,,TRUE
,,,,,,,,54.19406739,-2.50755061,,,TRUE
,,,,,,,,54.19404779,-2.507601835,,,TRUE
,,,,,,,,54.19401393,-2.50768386,,,TRUE
,,,,,,,,54.19400046,-2.50777344,,,TRUE
,,,,,,,,54.19399171,-2.50783008,,,TRUE
,,,,,,,,54.1940451,-2.507849195,,,TRUE
,,,,,,,,54.19406531,-2.507894935,,,TRUE
,,,,,,,,54.19409707,-2.507917405,,,TRUE
,,,,,,,,54.19413116,-2.50793374,,,TRUE
,,,,,,,,54.19416429,-2.50789333,,,TRUE
,,,,,,,,54.19418624,-2.50798718,,,TRUE
,,,,,,,,54.19419345,-2.508033495,,,TRUE
,,,,,,,,54.19419516,-2.508101645,,,TRUE
,,,,,,,,54.19423535,-2.50814794,,,TRUE
,,,,,,,,54.19421308,-2.508171385,,,TRUE
,,,,,,,,54.19416286,-2.508167825,,,TRUE
,,,,,,,,54.19407878,-2.505951775,,,TRUE
,,,,,,,,54.19407717,-2.505919235,,,TRUE
,,,,,,,,54.19407647,-2.505918035,,,TRUE
,,,,,,,,54.19407996,-2.505915195,,,TRUE
,,,,,,,,54.19408261,-2.505875915,,,TRUE
,,,,,,,,54.19408437,-2.505863115,,,TRUE
,,,,,,,,54.19407125,-2.50585654,,,TRUE
,,,,,,,,54.1939556,-2.50598046,,,TRUE
,,,,,,,,54.19396681,-2.50592356,,,TRUE
,,,,,,,,54.193975,-2.505883125,,,TRUE
,,,,,,,,54.1937412,-2.506038845,,,TRUE
,,,,,,,,54.1937188,-2.50608851,,,TRUE
,,,,,,,,54.19372308,-2.506115215,,,TRUE
,,,,,,,,54.19372955,-2.506127685,,,TRUE
,,,,,,,,54.19373175,-2.50614983,,,TRUE
,,,,,,,,54.19373634,-2.506174765,,,TRUE
,,,,,,,,54.19373351,-2.506059565,,,TRUE
,,,,,,,,54.19374615,-2.506033965,,,TRUE
,,,,,,,,54.19376287,-2.505974315,,,TRUE
,,,,,,,,54.19378363,-2.50591945,,,TRUE
,,,,,,,,54.1938034,-2.505849465,,,TRUE
,,,,,,,,54.19382516,-2.505785675,,,TRUE
,,,,,,,,54.19383547,-2.505755115,,,TRUE
,,,,,,,,54.19384053,-2.505754575,,,TRUE
,,,,,,,,54.19384522,-2.505754095,,,TRUE
,,,,,,,,54.19385231,-2.505738175,,,TRUE
,,,,,,,,54.19382119,-2.50647808,,,TRUE
,,,,,,,,54.19386366,-2.50638682,,,TRUE
,,,,,,,,54.19387891,-2.506342515,,,TRUE
,,,,,,,,54.19388308,-2.506327575,,,TRUE
,,,,,,,,54.19389013,-2.506297365,,,TRUE
,,,,,,,,54.19389731,-2.506286155,,,TRUE
,,,,,,,,54.19390908,-2.506245545,,,TRUE
,,,,,,,,54.19391495,-2.50622765,,,TRUE
,,,,,,,,54.19391745,-2.506188785,,,TRUE
,,,,,,,,54.19391951,-2.50617285,,,TRUE
,,,,,,,,54.19391402,-2.5061571,,,TRUE
,,,,,,,,54.1939102,-2.506118085,,,TRUE
,,,,,,,,54.19390467,-2.50609788,,,TRUE
,,,,,,,,54.19389141,-2.50609484,,,TRUE
,,,,,,,,54.19383343,-2.50693104,,,TRUE
,,,,,,,,54.19379874,-2.50689362,,,TRUE
,,,,,,,,54.19377182,-2.50684528,,,TRUE
,,,,,,,,54.1937442,-2.50676607,,,TRUE
,,,,,,,,54.19382796,-2.506927885,,,TRUE
,,,,,,,,54.19383659,-2.506969065,,,TRUE
,,,,,,,,54.19379832,-2.507010465,,,TRUE
,,,,,,,,54.19385843,-2.506468105,,,TRUE
,,,,,,,,54.193827,-2.50647748,,,TRUE
,,,,,,,,54.19386324,-2.506506815,,,TRUE
,,,,,,,,54.19385221,-2.506540325,,,TRUE
,,,,,,,,54.19385332,-2.50657627,,,TRUE
,,,,,,,,54.19385329,-2.506658565,,,TRUE
,,,,,,,,54.19384974,-2.506721925,,,TRUE
,,,,,,,,54.193857,-2.5067471,,,TRUE
,,,,,,,,54.19383965,-2.50679795,,,TRUE
,,,,,,,,54.19384243,-2.506821525,,,TRUE
,,,,,,,,54.19382824,-2.50692028,,,TRUE
,,,,,,,,54.19379771,-2.50648603,,,TRUE
,,,,,,,,54.19379708,-2.50652215,,,TRUE
,,,,,,,,54.19380745,-2.50654725,,,TRUE
,,,,,,,,54.19381004,-2.50653236,,,TRUE
,,,,,,,,54.19381362,-2.506521235,,,TRUE
,,,,,,,,54.19382964,-2.506479175,,,TRUE
,,,,,,,,54.19379721,-2.506486045,,,TRUE
,,,,,,,,54.19379429,-2.506529635,,,TRUE
,,,,,,,,54.19377309,-2.50655278,,,TRUE
,,,,,,,,54.19373877,-2.506622125,,,TRUE
,,,,,,,,54.19373329,-2.50663681,,,TRUE
,,,,,,,,54.19372237,-2.5066746,,,TRUE
,,,,,,,,54.19370281,-2.506689375,,,TRUE
,,,,,,,,54.19368637,-2.506717345,,,TRUE
,,,,,,,,54.19370927,-2.50670579,,,TRUE
,,,,,,,,54.1940046,-2.50602615,,,TRUE
,,,,,,,,54.19398856,-2.50607536,,,TRUE
,,,,,,,,54.1939735,-2.506091065,,,TRUE
,,,,,,,,54.1939374,-2.506176885,,,TRUE
,,,,,,,,54.19394204,-2.506224435,,,TRUE
,,,,,,,,54.19394968,-2.5062578,,,TRUE
,,,,,,,,54.19392391,-2.506351985,,,TRUE
,,,,,,,,54.19389484,-2.50637228,,,TRUE
,,,,,,,,54.19387395,-2.506484845,,,TRUE
,,,,,,,,54.19385673,-2.50651587,,,TRUE
,,,,,,,,54.19385851,-2.506524665,,,TRUE
,,,,,,,,54.19387362,-2.50657594,,,TRUE
,,,,,,,,54.19384974,-2.506591075,,,TRUE
,,,,,,,,54.19385553,-2.50663625,,,TRUE
,,,,,,,,54.19384717,-2.50671656,,,TRUE
,,,,,,,,54.1938307,-2.506718205,,,TRUE
,,,,,,,,54.19382667,-2.506702815,,,TRUE
,,,,,,,,54.19397356,-2.506043235,,,TRUE
,,,,,,,,54.19401716,-2.5059454,,,TRUE
,,,,,,,,54.19398346,-2.505933155,,,TRUE
,,,,,,,,54.19396633,-2.505875095,,,TRUE
,,,,,,,,54.19395379,-2.505831605,,,TRUE
,,,,,,,,54.19400567,-2.506019245,,,TRUE
,,,,,,,,54.19396414,-2.50595638,,,TRUE
,,,,,,,,54.19406705,-2.506000365,,,TRUE
,,,,,,,,54.19407614,-2.505957815,,,TRUE
,,,,,,,,54.19405138,-2.506063575,,,TRUE
,,,,,,,,54.19404512,-2.5060888,,,TRUE
,,,,,,,,54.19401727,-2.5060795,,,TRUE
,,,,,,,,54.19399202,-2.506000265,,,TRUE
,,,,,,,,54.19405538,-2.505924755,,,TRUE
,,,,,,,,54.19404752,-2.50591136,,,TRUE
,,,,,,,,54.1940571,-2.505932445,,,TRUE
,,,,,,,,54.19407192,-2.50592154,,,TRUE
,,,,,,,,54.19407509,-2.50592968,,,TRUE
,,,,,,,,54.19406252,-2.5059432,,,TRUE
,,,,,,,,54.19405982,-2.50596307,,,TRUE
,,,,,,,,54.19407631,-2.505948035,,,TRUE
,,,,,,,,54.19393386,-2.50597131,,,TRUE
,,,,,,,,54.19393949,-2.50598663,,,TRUE
,,,,,,,,54.1939244,-2.50602492,,,TRUE
,,,,,,,,54.19389776,-2.506104045,,,TRUE
,,,,,,,,54.19385338,-2.50623367,,,TRUE
,,,,,,,,54.19382244,-2.50615481,,,TRUE
,,,,,,,,54.19382153,-2.506156575,,,TRUE
,,,,,,,,54.19380295,-2.50612929,,,TRUE
,,,,,,,,54.1937662,-2.50614204,,,TRUE
,,,,,,,,54.19376506,-2.50609439,,,TRUE
,,,,,,,,54.19372453,-2.5060479,,,TRUE
,,,,,,,,54.19385669,-2.50620872,,,TRUE
,,,,,,,,54.19383528,-2.50631027,,,TRUE
,,,,,,,,54.19383018,-2.506363275,,,TRUE
,,,,,,,,54.19384591,-2.506370925,,,TRUE
,,,,,,,,54.19384241,-2.506417,,,TRUE
,,,,,,,,54.19382728,-2.50642842,,,TRUE
,,,,,,,,54.1938213,-2.50646038,,,TRUE
,,,,,,,,54.19380255,-2.506494275,,,TRUE
,,,,,,,,54.19388439,-2.5061519,,,TRUE
,,,,,,,,54.19388828,-2.50611101,,,TRUE
,,,,,,,,54.1938556,-2.506210255,,,TRUE
,,,,,,,,54.19358606,-2.50676608,,,TRUE
,,,,,,,,54.1936586,-2.50665815,,,TRUE
,,,,,,,,54.19373697,-2.50655059,,,TRUE
,,,,,,,,54.1937916,-2.50640382,,,TRUE
,,,,,,,,54.1938695,-2.50628154,,,TRUE
,,,,,,,,54.19396422,-2.50619825,,,TRUE
,,,,,,,,54.19402074,-2.50611419,,,TRUE
,,,,,,,,54.19401581,-2.50602523,,,TRUE
,,,,,,,,54.1940473,-2.50591082,,,TRUE
,,,,,,,,54.19361933,-2.507106135,,,TRUE
,,,,,,,,54.19364113,-2.50714396,,,TRUE
,,,,,,,,54.19363479,-2.507162665,,,TRUE
,,,,,,,,54.19363995,-2.50717367,,,TRUE
,,,,,,,,54.19361865,-2.507110915,,,TRUE
,,,,,,,,54.19361756,-2.507098905,,,TRUE
,,,,,,,,54.19358261,-2.50709725,,,TRUE
,,,,,,,,54.19357357,-2.50702863,,,TRUE
,,,,,,,,54.19351376,-2.50694979,,,TRUE
,,,,,,,,54.19350818,-2.506938265,,,TRUE
,,,,,,,,54.19350508,-2.50697144,,,TRUE
,,,,,,,,54.19350373,-2.5069867,,,TRUE
,,,,,,,,54.19348789,-2.50701704,,,TRUE
,,,,,,,,54.19350176,-2.507023095,,,TRUE
,,,,,,,,54.1934698,-2.507064685,,,TRUE
,,,,,,,,54.19346775,-2.507045245,,,TRUE
,,,,,,,,54.19350787,-2.506957435,,,TRUE
,,,,,,,,54.19349967,-2.506879785,,,TRUE
,,,,,,,,54.19350391,-2.506877925,,,TRUE
,,,,,,,,54.19351734,-2.50691471,,,TRUE
,,,,,,,,54.1935128,-2.50690851,,,TRUE
,,,,,,,,54.19692647,-2.504788325,,,TRUE
,,,,,,,,54.19693895,-2.504835545,,,TRUE
,,,,,,,,54.19699321,-2.504853545,,,TRUE
,,,,,,,,54.19699443,-2.50492722,,,TRUE
,,,,,,,,54.19705083,-2.50489331,,,TRUE
,,,,,,,,54.19706931,-2.504903275,,,TRUE
,,,,,,,,54.19708343,-2.504924155,,,TRUE
,,,,,,,,54.19711198,-2.50493885,,,TRUE
,,,,,,,,54.19712424,-2.50494653,,,TRUE
,,,,,,,,54.19698869,-2.50486178,,,TRUE
,,,,,,,,54.19697042,-2.504847705,,,TRUE
,,,,,,,,54.19695202,-2.504823265,,,TRUE
,,,,,,,,54.19692618,-2.504788945,,,TRUE
,,,,,,,,54.19690853,-2.50472839,,,TRUE
,,,,,,,,54.19690842,-2.504724195,,,TRUE
,,,,,,,,54.19690504,-2.504723125,,,TRUE
,,,,,,,,54.19686962,-2.50466009,,,TRUE
,,,,,,,,54.1970028,-2.50678789,,,TRUE
,,,,,,,,54.19703892,-2.50681693,,,TRUE
,,,,,,,,54.1970475,-2.50681266,,,TRUE
,,,,,,,,54.19705568,-2.50680538,,,TRUE
,,,,,,,,54.19706291,-2.506792905,,,TRUE
,,,,,,,,54.19710823,-2.506781695,,,TRUE
,,,,,,,,54.19712881,-2.506779045,,,TRUE
,,,,,,,,54.19711034,-2.506750635,,,TRUE
,,,,,,,,54.19711105,-2.506693945,,,TRUE
,,,,,,,,54.19709412,-2.50669525,,,TRUE
,,,,,,,,54.19709196,-2.50666208,,,TRUE
,,,,,,,,54.19708554,-2.506636495,,,TRUE
,,,,,,,,54.19709725,-2.506598185,,,TRUE
,,,,,,,,54.19709335,-2.506577255,,,TRUE
,,,,,,,,54.19708989,-2.50657156,,,TRUE
,,,,,,,,54.19708026,-2.506534565,,,TRUE
,,,,,,,,54.19706159,-2.50650928,,,TRUE
,,,,,,,,54.19705331,-2.50644594,,,TRUE
,,,,,,,,54.19702261,-2.506416525,,,TRUE
,,,,,,,,54.19703421,-2.506402905,,,TRUE
,,,,,,,,54.19703898,-2.50638113,,,TRUE
,,,,,,,,54.1969164,-2.50677159,,,TRUE
,,,,,,,,54.19695294,-2.50676821,,,TRUE
,,,,,,,,54.19697106,-2.50677353,,,TRUE
,,,,,,,,54.19699959,-2.50678701,,,TRUE
,,,,,,,,54.19699527,-2.506880155,,,TRUE
,,,,,,,,54.19698543,-2.506938085,,,TRUE
,,,,,,,,54.19686013,-2.506573705,,,TRUE
,,,,,,,,54.19685769,-2.506596865,,,TRUE
,,,,,,,,54.19683924,-2.506638585,,,TRUE
,,,,,,,,54.19682904,-2.50657977,,,TRUE
,,,,,,,,54.19681422,-2.506548375,,,TRUE
,,,,,,,,54.19681714,-2.506567825,,,TRUE
,,,,,,,,54.19680058,-2.50659159,,,TRUE
,,,,,,,,54.1967779,-2.50650778,,,TRUE
,,,,,,,,54.1967838,-2.50648465,,,TRUE
,,,,,,,,54.19676179,-2.506442495,,,TRUE
,,,,,,,,54.19672666,-2.50636223,,,TRUE
,,,,,,,,54.19670313,-2.50646556,,,TRUE
,,,,,,,,54.19687379,-2.506668685,,,TRUE
,,,,,,,,54.19687823,-2.506630085,,,TRUE
,,,,,,,,54.19686316,-2.506581605,,,TRUE
,,,,,,,,54.1968831,-2.506480165,,,TRUE
,,,,,,,,54.19689712,-2.5063338,,,TRUE
,,,,,,,,54.19692469,-2.50626575,,,TRUE
,,,,,,,,54.19691873,-2.50623162,,,TRUE
,,,,,,,,54.19692174,-2.50618355,,,TRUE
,,,,,,,,54.1969199,-2.506177995,,,TRUE
,,,,,,,,54.19691643,-2.50676793,,,TRUE
,,,,,,,,54.19689614,-2.50676458,,,TRUE
,,,,,,,,54.19689312,-2.50675885,,,TRUE
,,,,,,,,54.19688752,-2.506729655,,,TRUE
,,,,,,,,54.19689272,-2.506721805,,,TRUE
,,,,,,,,54.19685578,-2.506662545,,,TRUE
,,,,,,,,54.19688897,-2.50658088,,,TRUE
,,,,,,,,54.19687386,-2.50655739,,,TRUE
,,,,,,,,54.19686104,-2.506504945,,,TRUE
,,,,,,,,54.19688762,-2.5064578,,,TRUE
,,,,,,,,54.19689171,-2.50641009,,,TRUE
,,,,,,,,54.19691441,-2.50643815,,,TRUE
,,,,,,,,54.19691673,-2.50640114,,,TRUE
,,,,,,,,54.19692825,-2.5063536,,,TRUE
,,,,,,,,54.19691503,-2.50633789,,,TRUE
,,,,,,,,54.19693635,-2.506279925,,,TRUE
,,,,,,,,54.19696278,-2.50628912,,,TRUE
,,,,,,,,54.19694209,-2.50618912,,,TRUE
,,,,,,,,54.19692224,-2.506134015,,,TRUE
,,,,,,,,54.19694154,-2.506096785,,,TRUE
,,,,,,,,54.19693829,-2.506067175,,,TRUE
,,,,,,,,54.19691626,-2.50608448,,,TRUE
,,,,,,,,54.19691604,-2.50611843,,,TRUE
,,,,,,,,54.19690719,-2.506094065,,,TRUE
,,,,,,,,54.1969076,-2.50606074,,,TRUE
,,,,,,,,54.19688808,-2.506060245,,,TRUE
,,,,,,,,54.19687978,-2.506041205,,,TRUE
,,,,,,,,54.19687448,-2.50599453,,,TRUE
,,,,,,,,54.19689716,-2.50599546,,,TRUE
,,,,,,,,54.19694841,-2.505854075,,,TRUE
,,,,,,,,54.19695139,-2.505843105,,,TRUE
,,,,,,,,54.19698137,-2.505822565,,,TRUE
,,,,,,,,54.1969953,-2.505839045,,,TRUE
,,,,,,,,54.19700616,-2.50583471,,,TRUE
,,,,,,,,54.19701964,-2.50585286,,,TRUE
,,,,,,,,54.19705214,-2.505818255,,,TRUE
,,,,,,,,54.19705103,-2.50580637,,,TRUE
,,,,,,,,54.19702067,-2.50575586,,,TRUE
,,,,,,,,54.19700248,-2.50571474,,,TRUE
,,,,,,,,54.1970128,-2.50569721,,,TRUE
,,,,,,,,54.19701819,-2.50565435,,,TRUE
,,,,,,,,54.19703532,-2.50566023,,,TRUE
,,,,,,,,54.19704741,-2.505607815,,,TRUE
,,,,,,,,54.19705295,-2.505600525,,,TRUE
,,,,,,,,54.19705257,-2.50558752,,,TRUE
,,,,,,,,54.19703382,-2.505569085,,,TRUE
,,,,,,,,54.1970465,-2.505552105,,,TRUE
,,,,,,,,54.19705729,-2.505547845,,,TRUE
,,,,,,,,54.19706394,-2.505487055,,,TRUE
,,,,,,,,54.19706899,-2.505480275,,,TRUE
,,,,,,,,54.19707617,-2.505499905,,,TRUE
,,,,,,,,54.19709257,-2.505491495,,,TRUE
,,,,,,,,54.19708542,-2.50545557,,,TRUE
,,,,,,,,54.19709541,-2.505447155,,,TRUE
,,,,,,,,54.19711199,-2.5054636,,,TRUE
,,,,,,,,54.19712073,-2.5054373,,,TRUE
,,,,,,,,54.19710267,-2.505421825,,,TRUE
,,,,,,,,54.19711011,-2.50539908,,,TRUE
,,,,,,,,54.19714046,-2.505397665,,,TRUE
,,,,,,,,54.19714486,-2.505369525,,,TRUE
,,,,,,,,54.19712622,-2.50535123,,,TRUE
,,,,,,,,54.1971351,-2.505326395,,,TRUE
,,,,,,,,54.19712971,-2.505309465,,,TRUE
,,,,,,,,54.19711712,-2.505316705,,,TRUE
,,,,,,,,54.19710622,-2.505288145,,,TRUE
,,,,,,,,54.19710277,-2.50528617,,,TRUE
,,,,,,,,54.19710044,-2.50523955,,,TRUE
,,,,,,,,54.19708645,-2.50523833,,,TRUE
,,,,,,,,54.19707033,-2.505234905,,,TRUE
,,,,,,,,54.19704858,-2.505199015,,,TRUE
,,,,,,,,54.19705566,-2.505166685,,,TRUE
,,,,,,,,54.19704044,-2.505176595,,,TRUE
,,,,,,,,54.19703173,-2.50515451,,,TRUE
,,,,,,,,54.19703851,-2.505125995,,,TRUE
,,,,,,,,54.19702572,-2.50510703,,,TRUE
,,,,,,,,54.19702328,-2.50507567,,,TRUE
,,,,,,,,54.19701406,-2.50506119,,,TRUE
,,,,,,,,54.19701796,-2.505048245,,,TRUE
,,,,,,,,54.19700773,-2.50504892,,,TRUE
,,,,,,,,54.19700728,-2.505018035,,,TRUE
,,,,,,,,54.196975,-2.504974795,,,TRUE
,,,,,,,,54.19697042,-2.504953735,,,TRUE
,,,,,,,,54.19696922,-2.50493531,,,TRUE
,,,,,,,,54.19696824,-2.504927855,,,TRUE
,,,,,,,,54.19697899,-2.504925255,,,TRUE
,,,,,,,,54.1969898,-2.50493136,,,TRUE
,,,,,,,,54.19699305,-2.504920425,,,TRUE
,,,,,,,,54.19697275,-2.50487712,,,TRUE
,,,,,,,,54.19698805,-2.50485474,,,TRUE
,,,,,,,,54.19658256,-2.506967615,,,TRUE
,,,,,,,,54.19659442,-2.506927865,,,TRUE
,,,,,,,,54.19658486,-2.506907335,,,TRUE
,,,,,,,,54.19658434,-2.50688364,,,TRUE
,,,,,,,,54.19636138,-2.50702782,,,TRUE
,,,,,,,,54.19635575,-2.50704954,,,TRUE
,,,,,,,,54.19633949,-2.50705409,,,TRUE
,,,,,,,,54.19633873,-2.507079335,,,TRUE
,,,,,,,,54.19631863,-2.50711195,,,TRUE
,,,,,,,,54.19631873,-2.507126735,,,TRUE
,,,,,,,,54.19631029,-2.50713463,,,TRUE
,,,,,,,,54.19636832,-2.5070085,,,TRUE
,,,,,,,,54.19637182,-2.50702386,,,TRUE
,,,,,,,,54.1963557,-2.50704269,,,TRUE
,,,,,,,,54.19633672,-2.506997345,,,TRUE
,,,,,,,,54.19649962,-2.506964135,,,TRUE
,,,,,,,,54.1964852,-2.50693978,,,TRUE
,,,,,,,,54.19646897,-2.50690214,,,TRUE
,,,,,,,,54.19646413,-2.506887695,,,TRUE
,,,,,,,,54.19644834,-2.50688967,,,TRUE
,,,,,,,,54.19644554,-2.50688952,,,TRUE
,,,,,,,,54.19644817,-2.506889435,,,TRUE
,,,,,,,,54.19644247,-2.5068675,,,TRUE
,,,,,,,,54.19642888,-2.50686249,,,TRUE
,,,,,,,,54.19642203,-2.50690156,,,TRUE
,,,,,,,,54.19640358,-2.506925955,,,TRUE
,,,,,,,,54.19641397,-2.50696611,,,TRUE
,,,,,,,,54.19641601,-2.506983395,,,TRUE
,,,,,,,,54.19639947,-2.50701336,,,TRUE
,,,,,,,,54.19636845,-2.50698936,,,TRUE
,,,,,,,,54.19636839,-2.5070026,,,TRUE
,,,,,,,,54.19635226,-2.507002385,,,TRUE
,,,,,,,,54.19634655,-2.50700465,,,TRUE
,,,,,,,,54.19631907,-2.50697083,,,TRUE
,,,,,,,,54.19631179,-2.50698033,,,TRUE
,,,,,,,,54.19630101,-2.50696808,,,TRUE
,,,,,,,,54.19628647,-2.506935765,,,TRUE
,,,,,,,,54.19660703,-2.50692847,,,TRUE
,,,,,,,,54.19659474,-2.506915275,,,TRUE
,,,,,,,,54.19657301,-2.50692624,,,TRUE
,,,,,,,,54.19657286,-2.50692972,,,TRUE
,,,,,,,,54.19658345,-2.50695935,,,TRUE
,,,,,,,,54.19659233,-2.506925635,,,TRUE
,,,,,,,,54.19664499,-2.506943145,,,TRUE
,,,,,,,,54.19665935,-2.50701943,,,TRUE
,,,,,,,,54.19662674,-2.507046125,,,TRUE
,,,,,,,,54.19662089,-2.507063855,,,TRUE
,,,,,,,,54.19660721,-2.50706608,,,TRUE
,,,,,,,,54.19657373,-2.507083115,,,TRUE
,,,,,,,,54.19656238,-2.50706088,,,TRUE
,,,,,,,,54.19656068,-2.50702978,,,TRUE
,,,,,,,,54.19655417,-2.507009605,,,TRUE
,,,,,,,,54.19652455,-2.50695198,,,TRUE
,,,,,,,,54.19651204,-2.50693739,,,TRUE
,,,,,,,,54.19650289,-2.5069477,,,TRUE
,,,,,,,,54.19649833,-2.50696505,,,TRUE
,,,,,,,,54.19649376,-2.50696262,,,TRUE
,,,,,,,,54.19638259,-2.506560435,,,TRUE
,,,,,,,,54.19636911,-2.506561855,,,TRUE
,,,,,,,,54.19636734,-2.506562135,,,TRUE
,,,,,,,,54.1963513,-2.50655787,,,TRUE
