name,website,guestbunks,hutname,pppn,dryingroom,gridref,location,lat,lng,caveclub,cave
,,,,,,,,54.20115364,-2.516220536,,
,,,,,,,,54.19833236,-2.511326758,,
,,,,,,,,54.19744796,-2.512594722,,
,,,,,,,,54.19747387,-2.51248258,,
,,,,,,,,54.19693629,-2.512651618,,
,,,,,,,,54.19697837,-2.512724761,,
,,,,,,,,54.19847007,-2.512058276,,
,,,,,,,,54.19831432,-2.512379373,,
,,,,,,,,54.1982651,-2.512053447,,
,,,,,,,,54.19815327,-2.512275284,,
,,,,,,,,54.19799497,-2.511738241,,
,,,,,,,,54.19750518,-2.512892777,,
,,,,,,,,54.19642994,-2.510720714,,
,,,,,,,,54.20162645,-2.513877585,,
,,,,,,,,54.19971602,-2.516534371,,
,,,,,,,,54.19959564,-2.516360992,,
,,,,,,,,54.19982941,-2.516020242,,
,,,,,,,,54.19987669,-2.51599386,,
,,,,,,,,54.20010571,-2.51608969,,
,,,,,,,,54.20047714,-2.51456635,,
,,,,,,,,54.20001236,-2.50996731,,
,,,,,,,,54.19842163,-2.507311263,,
,,,,,,,,54.1984894,-2.507336548,,
,,,,,,,,54.1982169,-2.507351587,,
,,,,,,,,54.19849583,-2.507456464,,
,,,,,,,,54.19809193,-2.507696405,,
,,,,,,,,54.1983709,-2.507791325,,
,,,,,,,,54.19810884,-2.508664013,,
,,,,,,,,54.19986767,-2.511180656,,
,,,,,,,,54.199427,-2.512330108,,
,,,,,,,,54.19948507,-2.511745804,,
,,,,,,,,54.19969385,-2.511669243,,
,,,,,,,,54.19944802,-2.512202181,,
,,,,,,,,54.21551573,-2.51032841,,
,,,,,,,,54.21693235,-2.517561903,,
,,,,,,,,54.21850309,-2.508521691,,
,,,,,,,,54.21844752,-2.508443283,,
,,,,,,,,54.21836322,-2.50815286,,
,,,,,,,,54.21777373,-2.507534671,,
,,,,,,,,54.21802638,-2.507802564,,
,,,,,,,,54.1823371,-2.459112461,,
,,,,,,,,54.18085555,-2.461252674,,
,,,,,,,,54.18099513,-2.461209279,,
,,,,,,,,54.18095326,-2.461195055,,
,,,,,,,,54.18106352,-2.461222146,,
,,,,,,,,54.18116654,-2.461110028,,
,,,,,,,,54.18155418,-2.460523538,,
,,,,,,,,54.18527341,-2.454069138,,
,,,,,,,,54.18493897,-2.453107228,,
,,,,,,,,54.18461276,-2.45292188,,
,,,,,,,,54.18475343,-2.452950799,,
,,,,,,,,54.18433905,-2.452880292,,
,,,,,,,,54.15430827,-2.41552918,,
,,,,,,,,54.15437572,-2.415473439,,
,,,,,,,,54.15445178,-2.415343097,,
,,,,,,,,54.15449569,-2.415294541,,
,,,,,,,,54.15455038,-2.415320429,,
,,,,,,,,54.15453078,-2.415295698,,
,,,,,,,,54.15453294,-2.415348766,,
,,,,,,,,54.15448851,-2.415383964,,
,,,,,,,,54.15450307,-2.415346032,,
,,,,,,,,54.15453729,-2.415263789,,
,,,,,,,,54.15479286,-2.415354016,,
,,,,,,,,54.15474646,-2.415330375,,
,,,,,,,,54.15470304,-2.415245039,,
,,,,,,,,54.15464506,-2.415195052,,
,,,,,,,,54.15441999,-2.415410606,,
,,,,,,,,54.15429384,-2.415405923,,
,,,,,,,,54.15433819,-2.415404318,,
,,,,,,,,54.15434687,-2.415386605,,
,,,,,,,,54.14777095,-2.41850707,,
,,,,,,,,54.14781522,-2.418458904,,
,,,,,,,,54.14774896,-2.418417791,,
,,,,,,,,54.14769767,-2.418368129,,
,,,,,,,,54.14775132,-2.418423702,,
,,,,,,,,54.14778714,-2.418147498,,
,,,,,,,,54.15514646,-2.437709084,,
,,,,,,,,54.15802865,-2.443603266,,
,,,,,,,,54.15808324,-2.444242231,,
,,,,,,,,54.15841638,-2.44553466,,
,,,,,,,,54.15898357,-2.446851034,,
,,,,,,,,54.15899677,-2.447120672,,
,,,,,,,,54.14670682,-2.412641334,,
,,,,,,,,54.14677924,-2.413203614,,
,,,,,,,,54.14675242,-2.413193531,,
,,,,,,,,54.14686919,-2.413161778,,
,,,,,,,,54.14696714,-2.413222575,,
,,,,,,,,54.14657711,-2.412749503,,
,,,,,,,,54.14665801,-2.412876373,,
,,,,,,,,54.14690677,-2.413109922,,
,,,,,,,,54.14669995,-2.412975267,,
,,,,,,,,54.14667198,-2.412897821,,
,,,,,,,,54.14679108,-2.413153344,,
,,,,,,,,54.14687742,-2.413199615,,
,,,,,,,,54.14680806,-2.412706429,,
,,,,,,,,54.14688366,-2.412653341,,
,,,,,,,,54.14686371,-2.41274045,,
,,,,,,,,54.14665637,-2.412810734,,
,,,,,,,,54.14786337,-2.375424779,,
,,,,,,,,54.14784122,-2.375425682,,
,,,,,,,,54.14778619,-2.375266321,,
,,,,,,,,54.14777607,-2.375180073,,
,,,,,,,,54.14781935,-2.374979509,,
,,,,,,,,54.14774084,-2.374550972,,
,,,,,,,,54.14771275,-2.374403003,,
,,,,,,,,54.14776635,-2.374454522,,
,,,,,,,,54.14790206,-2.374653575,,
,,,,,,,,54.12632811,-2.388116063,,
,,,,,,,,54.12591744,-2.387654293,,
,,,,,,,,54.1255478,-2.387349644,,
,,,,,,,,54.21046497,-2.4512562,,
,,,,,,,,54.21047232,-2.451242705,,
,,,,,,,,54.21049782,-2.451211405,,
,,,,,,,,54.21051156,-2.4512162,,
,,,,,,,,54.21051944,-2.451202685,,
,,,,,,,,54.21053003,-2.45119495,,
